student firstname,student surname,student id,student email,year,address,contact number,module id,module name,leader,lecturer1,lecturer2,exam mark,coursework1,coursework2,coursework3
Jonathan,Erickson,98034876,JE7Y25@UoNEHT.ac.uk,2,"PSC 5024, Box 9103
APO AP 15954",287.728.9547x99038,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,91.0,,,
Marissa,Rivera,129309159,MR18Y25@UoNEHT.ac.uk,1,,,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,49.0,13.0,,
Nicholas,Weber,128778662,NW10Y25@UoNEHT.ac.uk,1,"212 Green Mall Apt. 659
Smithborough, KS 65046",001-732-708-8486x723,ENG1406,Introduction to Wider Media,RC1Z1@UoNEHT.ac.uk,,,80.0,9.0,,
Nicole,Howe,102399123,NH4Y25@UoNEHT.ac.uk,2,"957 Howard Stravenue
Adamland, VI 03921",511.440.5160,COMP2402,Advanced Ethics and Standards,KB2Z1@UoNEHT.ac.uk,JR3Z1@UoNEHT.ac.uk,CM3Z1@UoNEHT.ac.uk,,16.0,38.0,
Joseph,Ortiz,33501144,JO2Y25@UoNEHT.ac.uk,4,"087 David Plain Apt. 855
Banksberg, MH 08171",+1-875-424-3437,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,20.0,13.0,7.0,12.0
Adam,Johnson,32393611,AJ8Y25@UoNEHT.ac.uk,4,"9577 Lee Loop
Lake Anthonyberg, PR 91739",+1-680-960-8229x808,ELEC4404,Master's Statistics,CT1Z1@UoNEHT.ac.uk,AS1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,9.0,10.0,7.0,17.0
Joe,Morris,7463838,JM4Y25@UoNEHT.ac.uk,4,"46906 Jillian Harbor Suite 067
Denisefort, MA 41879",817.330.4725,ANIM4405,Mastering Lighting,HS1Z1@UoNEHT.ac.uk,SC1Z1@UoNEHT.ac.uk,MS1Z1@UoNEHT.ac.uk,4.0,4.0,4.0,
Melissa,Goodwin,119161249,MG16Y25@UoNEHT.ac.uk,1,"00155 William Square Suite 545
North Jim, OK 60416",+1-545-419-7138x566,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,46.0,8.0,0.0,
Laura,Watkins,62080463,LW5Y25@UoNEHT.ac.uk,3,"42545 Pamela Rapids Suite 428
Debrafurt, WI 66729",841-980-0327,GER3402,Advanced German Literature,CS1Z1@UoNEHT.ac.uk,,,8.0,8.0,2.0,
Lindsey,Baker,108200763,LB7Y25@UoNEHT.ac.uk,2,"01237 Banks Greens
New Kelli, VT 93835",470-358-8254,ELEC2404,Intermediate Programming,EH2Z1@UoNEHT.ac.uk,,,,7.0,2.0,15.0
Shannon,Lopez,86347676,SL3Y25@UoNEHT.ac.uk,2,,+1-454-770-9887x1292,FREN2405,Intermediate French Grammar,TM2Z1@UoNEHT.ac.uk,,,,4.0,28.0,15.0
Jeff,Robinson,12094181,JR1Y25@UoNEHT.ac.uk,4,"335 Samantha Ford Apt. 114
Lake Chadshire, FM 91182",,FREN4401,Expert Poetics,JM1Z1@UoNEHT.ac.uk,,,,32.0,23.0,13.0
Michelle,Harrison,132403890,MH25Y25@UoNEHT.ac.uk,1,"3633 Jack Hills
Olsontown, ID 20994",9859003013,GER1404,Introduction to Formal Speech,DS3Z1@UoNEHT.ac.uk,CT2Z1@UoNEHT.ac.uk,,29.0,2.0,6.0,
Stacy,Robbins,57366940,SR4Y25@UoNEHT.ac.uk,3,"62502 Brenda Ports Suite 470
East Vanessafurt, NC 08367",(434)903-7453x19889,ENG3402,Mastering Wider Media,MB1Z1@UoNEHT.ac.uk,,,38.0,40.0,,
Ann,Curtis,61110207,AC10Y25@UoNEHT.ac.uk,3,"33655 Tracy Trace Suite 699
East Justinmouth, KY 38052",(848)678-6661,GER3401,Mastering German Grammar,KB1Z1@UoNEHT.ac.uk,,,26.0,4.0,2.0,
Benjamin,Clark,85641706,BC6Y25@UoNEHT.ac.uk,2,"635 Lee Expressway Suite 487
East Richard, NY 88151",,FREN2407,Structured Formal Speech,JD3Z1@UoNEHT.ac.uk,CC2Z1@UoNEHT.ac.uk,,86.0,,,
Jason,Austin,31767029,JA4Y25@UoNEHT.ac.uk,4,"6535 Green Parkway Suite 895
South Victorfort, SD 42979",+1-546-789-6083x2072,COMP4405,Theoretical Statistics,JJ1Z1@UoNEHT.ac.uk,RR2Z1@UoNEHT.ac.uk,,54.0,19.0,,
Joshua,Barnes,67167630,JB8Y25@UoNEHT.ac.uk,3,"660 Alexis Cliff Apt. 254
Josephville, HI 61844",943-511-0971x6465,COMP3403,Practical Statistics,LK1Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,,71.0,5.0,5.0,
Anna,Hutchinson,80718119,AH10Y25@UoNEHT.ac.uk,2,"330 English Mountains
South Joshua, VA 23921",(802)292-7069x412,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,56.0,14.0,,
Gregory,Duarte,55088397,GD1Y25@UoNEHT.ac.uk,3,"29290 Derek Loop
Michaelborough, KS 72657",,ENG3403,Field English Literature,JS2Z1@UoNEHT.ac.uk,CC1Z1@UoNEHT.ac.uk,,,9.0,21.0,28.0
Joann,Thompson,26938034,JT3Y25@UoNEHT.ac.uk,4,"272 Lopez Extension Suite 095
Molinastad, VI 91003",613.437.4922x332,GER4407,Master's Poetics,JW1Z1@UoNEHT.ac.uk,,,18.0,2.0,10.0,23.0
Jason,Goodman,87319239,JG13Y25@UoNEHT.ac.uk,2,"Unit 4941 Box 6190
DPO AA 15570",523.570.0483,FREN2403,Prototypical French Literature,JL1Z1@UoNEHT.ac.uk,AL1Z1@UoNEHT.ac.uk,CS1Z1@UoNEHT.ac.uk,2.0,4.0,24.0,17.0
Peter,Woodward,18505748,PW1Y25@UoNEHT.ac.uk,4,"98448 Kendra Shoals
Michaelville, IN 64448",+1-932-453-0967x711,ENG4406,Expert Wider Media,MD1Z1@UoNEHT.ac.uk,LG1Z1@UoNEHT.ac.uk,KS2Z1@UoNEHT.ac.uk,0.0,34.0,,
Austin,Nelson,129117506,AN7Y25@UoNEHT.ac.uk,1,"39925 Ryan Tunnel
Port Nicole, TX 35797",(905)443-5991x206,GER1407,Beginner's Poetics,KS2Z1@UoNEHT.ac.uk,MM1Z1@UoNEHT.ac.uk,,60.0,3.0,,
Kristin,West,71759731,KW5Y25@UoNEHT.ac.uk,3,"70574 Cory Glens
Hectorstad, IN 65001",001-691-721-9969x580,ELEC3402,Field Programming,EH2Z1@UoNEHT.ac.uk,TC1Z1@UoNEHT.ac.uk,LK1Z1@UoNEHT.ac.uk,17.0,0.0,,
Cheryl,Gonzalez,68361105,CG8Y25@UoNEHT.ac.uk,3,"690 Mark Street
Johnberg, NM 70330",(793)475-0362x3675,COMP3405,Field Design,RR3Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,,28.0,5.0,,
Kaitlyn,Mccormick,118715240,KM18Y25@UoNEHT.ac.uk,1,"90514 Gutierrez Mill Apt. 429
Turnertown, IL 85360",523.251.6503x59136,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,8.0,3.0,5.0,
Meredith,Mullins,33196144,MM8Y25@UoNEHT.ac.uk,4,"35264 Samuel Ford
Port Patriciaberg, PA 00599",,ELEC4401,Master's Design,JW2Z1@UoNEHT.ac.uk,CT1Z1@UoNEHT.ac.uk,,25.0,2.0,,
Kimberly,Johnson,10052546,KJ3Y25@UoNEHT.ac.uk,4,"42609 Conley Points Apt. 759
Port Scottton, WV 85059",+1-511-549-1306x51794,ANIM4405,Mastering Lighting,HS1Z1@UoNEHT.ac.uk,SC1Z1@UoNEHT.ac.uk,MS1Z1@UoNEHT.ac.uk,54.0,1.0,4.0,
Jasmine,Jones,5706716,JJ1Y25@UoNEHT.ac.uk,4,"41285 Barbara Well Suite 510
North Michael, LA 35176",001-716-442-5694,FINE4404,Theoretical Landscapes,PG1Z1@UoNEHT.ac.uk,,,59.0,14.0,,
Jody,Wyatt,135582485,JW33Y25@UoNEHT.ac.uk,1,"7676 Isaiah Tunnel Suite 798
Nicholasfort, OH 38592",442.535.3947,COMP1404,Early Software,TG1Z1@UoNEHT.ac.uk,CD1Z1@UoNEHT.ac.uk,,38.0,10.0,8.0,
Michelle,Torres,45229588,MT2Y25@UoNEHT.ac.uk,3,"56628 Ford Road
Harrisonburgh, MA 08238",593.752.3284x1094,ANIM3402,Mastering Lighting,MS1Z1@UoNEHT.ac.uk,DM1Z1@UoNEHT.ac.uk,,76.0,10.0,,
Joshua,Wyatt,109979241,JW26Y25@UoNEHT.ac.uk,1,"7184 James Green Suite 792
South Matthewmouth, AK 68303",(791)914-7235,FINE1405,Early Portraits,HR1Z1@UoNEHT.ac.uk,RJ1Z1@UoNEHT.ac.uk,,80.0,1.0,5.0,2.0
Lisa,Hood,52915438,LH3Y25@UoNEHT.ac.uk,3,,575.697.6700x2451,FREN3405,Advanced Creative Writing,NC1Z1@UoNEHT.ac.uk,,,7.0,5.0,,
Andrew,Jefferson,21696380,AJ6Y25@UoNEHT.ac.uk,4,"Unit 0691 Box 0198
DPO AE 87346",001-392-686-3520x4577,ENG4403,Master's Creative Writing,KB1Z1@UoNEHT.ac.uk,,,24.0,6.0,12.0,4.0
Wendy,Patel,27434587,WP1Y25@UoNEHT.ac.uk,4,"3369 Adrian Shoal
West Christina, LA 73071",,GER4404,Expert Rhetoric,JC1Z1@UoNEHT.ac.uk,,,,49.0,13.0,
Joy,Hall,60433923,JH21Y25@UoNEHT.ac.uk,3,"36574 Laura Causeway
West Monica, AZ 47509",,GER3403,Mastering Poetics,AT2Z1@UoNEHT.ac.uk,JD3Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,68.0,19.0,,
Candice,Horne,15449530,CH2Y25@UoNEHT.ac.uk,4,"449 Kayla Point Suite 022
Garzaville, OR 92052",987.232.5342x5109,FREN4403,Mastering Wider Media,MM1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,,22.0,12.0,,
Sarah,Nelson,132143249,SN2Y25@UoNEHT.ac.uk,1,"48055 Hector Mount
East Emily, NC 06133",494-297-6269x26619,GER1406,Early German Literature,MS3Z1@UoNEHT.ac.uk,,,16.0,4.0,4.0,
Kyle,Mack,108395218,KM17Y25@UoNEHT.ac.uk,2,"6762 Jessica Field Suite 604
Lake Elizabethport, NV 31265",2405173969,ELEC2406,Intermediate Statistics,AW1Z1@UoNEHT.ac.uk,,,50.0,6.0,0.0,
Justin,Cook,102270260,JC22Y25@UoNEHT.ac.uk,2,"064 Amanda Road Suite 798
Frankport, IA 24358",+1-605-831-1807,COMP2401,Intermediate Design,FM1Z1@UoNEHT.ac.uk,LP1Z1@UoNEHT.ac.uk,TM3Z1@UoNEHT.ac.uk,,17.0,24.0,
Emily,Washington,49050158,EW5Y25@UoNEHT.ac.uk,3,"1733 Stacy Loaf Suite 698
North Nicholas, VA 89688",502.260.3216,FREN3404,Advanced French Grammar,MS3Z1@UoNEHT.ac.uk,,,36.0,27.0,,
Matthew,Casey,95297765,MC18Y25@UoNEHT.ac.uk,2,"688 Amber Causeway Apt. 338
Schaeferfort, IN 53133",613.729.0611x710,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,8.0,,,
Christina,Eaton,104967901,CE3Y25@UoNEHT.ac.uk,2,"0207 Tracey Coves Apt. 401
Hayesport, PA 31931",662.300.9237x86975,ELEC2401,Prototypical Ethics and Standards,AD2Z1@UoNEHT.ac.uk,,,42.0,19.0,,
Julia,Galloway,62581419,JG9Y25@UoNEHT.ac.uk,3,"704 Spencer Lodge Suite 850
Port Jessica, NY 10073",,GER3405,Field Creative Writing,JC1Z1@UoNEHT.ac.uk,,,88.0,,,
Jason,Armstrong,122791121,JA15Y25@UoNEHT.ac.uk,1,,,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,7.0,1.0,,
Troy,Williams,66939799,TW5Y25@UoNEHT.ac.uk,3,"1164 Matthew Gateway
Lake Shelby, RI 15947",,COMP3405,Field Design,RR3Z1@UoNEHT.ac.uk,PG2Z1@UoNEHT.ac.uk,,55.0,4.0,,
Gabriel,Taylor,28243738,GT2Y25@UoNEHT.ac.uk,4,"Unit 5140 Box 1237
DPO AP 36645",911-880-5523x7734,COMP4407,Theoretical Programming,JB2Z1@UoNEHT.ac.uk,AD2Z1@UoNEHT.ac.uk,,,42.0,46.0,
Edward,Russo,112828686,ER4Y25@UoNEHT.ac.uk,1,"91311 Baxter Mountain Suite 194
South Shannonmouth, MN 96478",+1-217-428-4672x812,FINE1405,Early Portraits,HR1Z1@UoNEHT.ac.uk,RJ1Z1@UoNEHT.ac.uk,,35.0,5.0,10.0,4.0
Jonathan,Alexander,21185440,JA2Y25@UoNEHT.ac.uk,4,"9715 Mccall Mountain
East Terri, CT 56691",5397982088,ENG4405,Expert Formal Speech,KB1Z1@UoNEHT.ac.uk,RR1Z1@UoNEHT.ac.uk,,,27.0,36.0,
Scott,Hernandez,63778012,SH7Y25@UoNEHT.ac.uk,3,"16918 Rosales Mews
Cantrellport, CA 09080",559.434.6141x0372,GER3403,Mastering Poetics,AT2Z1@UoNEHT.ac.uk,JD3Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,15.0,0.0,,
Joseph,Lopez,62118395,JL6Y25@UoNEHT.ac.uk,3,"462 Adam Trail
New Brendaton, MO 36701",629-923-8229,GER3401,Mastering German Grammar,KB1Z1@UoNEHT.ac.uk,,,69.0,2.0,6.0,
Cory,Mcmillan,67960703,CM17Y25@UoNEHT.ac.uk,3,"567 Christopher Wall Suite 879
East Anthony, GA 01981",+1-929-380-1577,COMP3406,Field Ethics and Standards,JR3Z1@UoNEHT.ac.uk,,,1.0,11.0,11.0,1.0
Richard,Mcdaniel,40285290,RM5Y25@UoNEHT.ac.uk,3,"0000 Benjamin Wells Suite 375
Danielleburgh, AZ 34030",,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,45.0,16.0,,
Maria,Thompson,121580808,MT5Y25@UoNEHT.ac.uk,1,"108 Wheeler Pines Apt. 803
Kennethburgh, KS 25439",(344)671-6630,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,52.0,3.0,1.0,
Lorraine,Chen,123740848,LC7Y25@UoNEHT.ac.uk,1,"851 Charles Highway Apt. 513
Owenstown, MI 09830",272.301.9433x5124,FREN1406,Beginner's Creative Writing,KS3Z1@UoNEHT.ac.uk,ML1Z1@UoNEHT.ac.uk,,31.0,3.0,,
Todd,Fitzpatrick,61312963,TF2Y25@UoNEHT.ac.uk,3,"044 Jackson Island
Sandovalshire, OH 64584",,GER3403,Mastering Poetics,AT2Z1@UoNEHT.ac.uk,JD3Z1@UoNEHT.ac.uk,EM1Z1@UoNEHT.ac.uk,37.0,16.0,,
Bryan,White,100424560,BW8Y25@UoNEHT.ac.uk,2,"557 Rivers Plain
Thomasland, KY 39532",292.741.4378x05200,COMP2406,Advanced Modelling,JG1Z1@UoNEHT.ac.uk,EL1Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,,44.0,41.0,
Jeremy,Fuller,61171074,JF9Y25@UoNEHT.ac.uk,3,"8881 Macias Rue Suite 280
Jameshaven, CA 57147",,GER3405,Field Creative Writing,JC1Z1@UoNEHT.ac.uk,,,58.0,,,
Lori,Trevino,25714852,LT2Y25@UoNEHT.ac.uk,4,"62387 Tyler Key Apt. 969
Dominguezchester, MH 88738",,GER4403,Master's Creative Writing,RW1Z1@UoNEHT.ac.uk,,,25.0,4.0,10.0,
Peter,Woodward,18505748,PW1Y25@UoNEHT.ac.uk,4,"98448 Kendra Shoals
Michaelville, IN 64448",+1-932-453-0967x711,ENG4402,Master's English Grammar,DS1Z1@UoNEHT.ac.uk,NC1Z1@UoNEHT.ac.uk,,71.0,5.0,4.0,
Anna,Mcgee,99514159,AM20Y25@UoNEHT.ac.uk,2,"48612 Matthew Pike Suite 298
North Jay, NY 23889",,GER2401,Prototypical Creative Writing,MS3Z1@UoNEHT.ac.uk,,,76.0,,,
David,Berry,48510275,DB8Y25@UoNEHT.ac.uk,3,,5478624233,FREN3402,Practical Rhetoric,KS2Z1@UoNEHT.ac.uk,,,45.0,9.0,10.0,
Maureen,Hunt,127904759,MH24Y25@UoNEHT.ac.uk,1,,433-594-8572x222,ENG1404,Basic Rhetoric,CC2Z1@UoNEHT.ac.uk,EG1Z1@UoNEHT.ac.uk,,64.0,1.0,1.0,
Jamie,Wilson,92478467,JW20Y25@UoNEHT.ac.uk,2,"37820 Webster Plain Apt. 663
Kevinburgh, WY 56772",,ENG2405,Prototypical Wider Media,KB1Z1@UoNEHT.ac.uk,,,22.0,1.0,5.0,
Christopher,Clark,65337841,CC13Y25@UoNEHT.ac.uk,3,"12776 Catherine Manor Apt. 180
New Brianaborough, IA 05167",317.645.9952,COMP3401,Mastering Algorithms,MF3Z1@UoNEHT.ac.uk,,,19.0,4.0,8.0,
Lisa,Abbott,11779129,LA1Y25@UoNEHT.ac.uk,4,"942 Becky Vista
Port Dustinmouth, CO 29177",469-548-0428x3381,FREN4402,Expert French Literature,YC1Z1@UoNEHT.ac.uk,,,76.0,,,
Jose,Cruz,31231841,JC6Y25@UoNEHT.ac.uk,4,"790 Courtney Flats
Melissaview, PA 02211",001-827-441-5984x8581,COMP4402,Expert Design,AP1Z1@UoNEHT.ac.uk,MW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,80.0,8.0,9.0,
Tammy,Rivers,71585883,TR5Y25@UoNEHT.ac.uk,3,"913 Beth Shores
Joshuatown, AK 19117",774.926.3983x8395,ELEC3405,Field Design,LN1Z1@UoNEHT.ac.uk,,,39.0,36.0,,
Carlos,Smith,122174066,CS12Y25@UoNEHT.ac.uk,1,"8597 Cooper Estates
Stephaniestad, MN 41415",001-546-816-9871x0209,FREN1405,Foundational Poetics,JJ2Z1@UoNEHT.ac.uk,,,39.0,4.0,4.0,0.0
Matthew,Wolfe,71531515,MW13Y25@UoNEHT.ac.uk,3,"377 Stephenson Course Suite 798
Fostermouth, LA 50543",635-781-5484x9398,ELEC3407,Practical Statistics,SA2Z1@UoNEHT.ac.uk,AW1Z1@UoNEHT.ac.uk,RM1Z1@UoNEHT.ac.uk,,30.0,28.0,30.0
Katherine,Castaneda,84531438,KC11Y25@UoNEHT.ac.uk,2,"PSC 7496, Box 5346
APO AA 66536",605.952.9355,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,67.0,19.0,,
Kenneth,Decker,84858124,KD5Y25@UoNEHT.ac.uk,2,,(929)315-5030x18634,ANIM2403,Intermediate Blending,JB1Z1@UoNEHT.ac.uk,,,52.0,4.0,,
Maria,Thompson,121580808,MT5Y25@UoNEHT.ac.uk,1,"108 Wheeler Pines Apt. 803
Kennethburgh, KS 25439",(344)671-6630,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,52.0,3.0,1.0,
Cynthia,Ferguson,17672111,CF2Y25@UoNEHT.ac.uk,4,"01222 Snow Street
East Cindy, GU 83718",+1-280-827-7173,ENG4407,Master's English Literature,YC1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,LH1Z1@UoNEHT.ac.uk,60.0,9.0,,
Brooke,Parker,117344486,BP12Y25@UoNEHT.ac.uk,1,"76288 Isabella Light
East Tashaborough, MN 23932",+1-425-669-1149x08712,ANIM1402,Foundational Lighting,AM4Z1@UoNEHT.ac.uk,,,68.0,5.0,6.0,5.0
Tyrone,Hernandez,126744151,TH8Y25@UoNEHT.ac.uk,1,"0935 Benjamin Prairie
North Pamelafort, AR 61784",001-586-278-6521x904,ENG1401,Beginner's Formal Speech,DS6Z1@UoNEHT.ac.uk,,,76.0,20.0,,
Tyrone,Martinez,94183678,TM8Y25@UoNEHT.ac.uk,2,"70653 Walker Groves
Wellsport, OR 83481",,ENG2403,Prototypical English Literature,KC1Z1@UoNEHT.ac.uk,NW1Z1@UoNEHT.ac.uk,SL1Z1@UoNEHT.ac.uk,,28.0,31.0,13.0
Nicholas,Valdez,84650734,NV1Y25@UoNEHT.ac.uk,2,"6848 Stephanie Road Apt. 493
Blevinsbury, KS 95919",+1-750-260-9404,ANIM2404,Prototypical Lighting,TF1Z1@UoNEHT.ac.uk,,,,24.0,20.0,26.0
Justin,Scott,40554244,JS19Y25@UoNEHT.ac.uk,3,"6440 Zachary Motorway Suite 796
Port Cassidyfort, RI 39298",714.303.7304x695,FINE3405,Advanced Painting,HD1Z1@UoNEHT.ac.uk,,,,11.0,15.0,5.0
Sarah,Wong,105411031,SW8Y25@UoNEHT.ac.uk,2,"123 Morrow Circles
Lindseyborough, PR 35930",,ELEC2402,Structured Design,SW2Z1@UoNEHT.ac.uk,,,3.0,,,
Jessica,Smith,5053808,JS5Y25@UoNEHT.ac.uk,4,"587 Briggs Fort Suite 322
New Brent, DC 95224",9883772333,FINE4402,Expert Sketching,RS1Z1@UoNEHT.ac.uk,LM1Z1@UoNEHT.ac.uk,PM1Z1@UoNEHT.ac.uk,35.0,,,
Troy,Merritt,105679321,TM10Y25@UoNEHT.ac.uk,2,"8359 Monique Row
Georgeton, MH 99148",,ELEC2401,Prototypical Ethics and Standards,AD2Z1@UoNEHT.ac.uk,,,32.0,5.0,,
Steven,Randolph,140783855,SR13Y25@UoNEHT.ac.uk,1,"758 Rose Light Apt. 804
West Ericbury, NY 29884",(623)616-1069,ELEC1402,Beginner's Microsystems,MW4Z1@UoNEHT.ac.uk,,,7.0,5.0,6.0,5.0
Chad,Robinson,45908224,CR5Y25@UoNEHT.ac.uk,3,"105 Williams Stream Apt. 708
Lake Alexander, TN 23098",930.801.9767x8808,ANIM3403,Practical Animation,JD2Z1@UoNEHT.ac.uk,NL1Z1@UoNEHT.ac.uk,MA1Z1@UoNEHT.ac.uk,5.0,22.0,21.0,15.0
William,Allen,98033667,WA1Y25@UoNEHT.ac.uk,2,"86958 Robert Tunnel Suite 088
Carolfort, HI 14203",,GER2406,Advanced Wider Media,KS2Z1@UoNEHT.ac.uk,CH3Z1@UoNEHT.ac.uk,BE1Z1@UoNEHT.ac.uk,3.0,18.0,,
Ashley,Marks,123187730,AM23Y25@UoNEHT.ac.uk,1,"4540 Barnett Pines Apt. 333
Camachoville, IN 28163",822.219.7912x61516,FREN1401,Basic Rhetoric,RR4Z1@UoNEHT.ac.uk,CH2Z1@UoNEHT.ac.uk,TM1Z1@UoNEHT.ac.uk,14.0,17.0,,
Jessica,Smith,5053808,JS5Y25@UoNEHT.ac.uk,4,"587 Briggs Fort Suite 322
New Brent, DC 95224",9883772333,FINE4401,Master's Painting,TH1Z1@UoNEHT.ac.uk,,,,19.0,8.0,
John,Lutz,104172089,JL11Y25@UoNEHT.ac.uk,2,"84257 Scott Trail
Port Spencerfort, OK 83195",(936)671-8996,COMP2405,Advanced Statistics,BM1Z1@UoNEHT.ac.uk,KR1Z1@UoNEHT.ac.uk,EF1Z1@UoNEHT.ac.uk,57.0,,,
Nicole,Duffy,115311106,ND4Y25@UoNEHT.ac.uk,1,"Unit 9404 Box 4099
DPO AA 64770",593.442.4561x8770,ANIM1405,Beginner's Rigging,BK1Z1@UoNEHT.ac.uk,RF1Z1@UoNEHT.ac.uk,AM4Z1@UoNEHT.ac.uk,51.0,10.0,8.0,
Larry,Ward,136086251,LW10Y25@UoNEHT.ac.uk,1,"36923 Tammy Junction
Erikaberg, NE 42955",5098447157,COMP1403,Beginner's Algorithms,KW2Z1@UoNEHT.ac.uk,JG6Z1@UoNEHT.ac.uk,CV1Z1@UoNEHT.ac.uk,63.0,4.0,3.0,
Steven,Hobbs,118659525,SH14Y25@UoNEHT.ac.uk,1,"7176 Schmitt Skyway
Donnaport, RI 99698",396-648-3114x48210,FREN1403,Basic Wider Media,DF1Z1@UoNEHT.ac.uk,,,68.0,3.0,8.0,
Sabrina,Baker,114394460,SB18Y25@UoNEHT.ac.uk,1,"31523 Lopez Flat Apt. 282
East Marcus, MD 50813",+1-677-919-0950x5700,ANIM1404,Basic Blending,JJ3Z1@UoNEHT.ac.uk,,,33.0,0.0,5.0,4.0
Caroline,Anderson,87914577,CA3Y25@UoNEHT.ac.uk,2,,(465)963-2410x61741,FREN2404,Prototypical Creative Writing,KC1Z1@UoNEHT.ac.uk,,,,30.0,19.0,29.0
Gabriel,Clark,59753864,GC1Y25@UoNEHT.ac.uk,3,"USS Hamilton
FPO AE 31134",,ENG3407,Field Creative Writing,MH2Z1@UoNEHT.ac.uk,,,2.0,5.0,4.0,
Jason,Branch,126873384,JB19Y25@UoNEHT.ac.uk,1,"97215 Darlene Station Apt. 641
South Stevenville, NC 97677",386.343.0972,ENG1403,Basic English Literature,SA3Z1@UoNEHT.ac.uk,,,63.0,0.0,8.0,0.0
David,Alexander,9622099,DA1Y25@UoNEHT.ac.uk,4,"136 Silva Centers
North Karenberg, CO 07487",(963)541-7912x2325,ANIM4404,Theoretical Modelling,JB1Z1@UoNEHT.ac.uk,,,,25.0,14.0,34.0
Shannon,Jones,126762213,SJ8Y25@UoNEHT.ac.uk,1,"211 Parker Cove Apt. 518
Jeffreyport, IN 59013",,ENG1402,Basic Poetics,AH3Z1@UoNEHT.ac.uk,,,28.0,5.0,,
Jessica,Allen,16475101,JA1Y25@UoNEHT.ac.uk,4,"108 Gregory Pike Suite 618
South Rebeccaburgh, IN 59152",886.372.9524x570,FREN4403,Mastering Wider Media,MM1Z1@UoNEHT.ac.uk,JC1Z1@UoNEHT.ac.uk,,75.0,10.0,,
Barbara,Williams,138420980,BW19Y25@UoNEHT.ac.uk,1,"9067 John Corner Apt. 637
Port Steven, AK 75400",,COMP1405,Basic Ethics and Standards,FM1Z1@UoNEHT.ac.uk,DS7Z1@UoNEHT.ac.uk,,59.0,16.0,,
Edward,Clark,28544843,EC2Y25@UoNEHT.ac.uk,4,"119 Woods Pines
Tamaraport, OR 30840",(656)995-3412x9544,COMP4406,Mastering Algorithms,JD1Z1@UoNEHT.ac.uk,,,10.0,9.0,7.0,
Phillip,Jones,79843680,PJ2Y25@UoNEHT.ac.uk,2,"529 Trujillo Summit
Jonathanburgh, NE 11729",001-687-555-1360,FINE2405,Advanced Painting,RS1Z1@UoNEHT.ac.uk,,,,10.0,8.0,
Julie,Schultz,74603429,JS25Y25@UoNEHT.ac.uk,3,"213 Beard Summit
Lucasstad, VT 92773",622.321.4320,ELEC3403,Mastering Ethics and Standards,WR1Z1@UoNEHT.ac.uk,,,67.0,0.0,8.0,
Shane,Nelson,40653316,SN1Y25@UoNEHT.ac.uk,3,"67138 Andrea Cliffs Apt. 165
Port Katherine, AK 77080",,FINE3401,Field Sketching,JR1Z1@UoNEHT.ac.uk,,,78.0,15.0,,
Adam,Gonzalez,75848902,AG7Y25@UoNEHT.ac.uk,2,"34104 Rios Forks Suite 214
Marthaport, LA 37646",7082858156,FINE2401,Advanced Charcoal,RS1Z1@UoNEHT.ac.uk,,,3.0,2.0,,
Ruth,Rivera,51757168,RR2Y25@UoNEHT.ac.uk,3,"24596 Paul Greens
Isabellastad, IA 03682",(999)368-2830,FREN3406,Mastering French Literature,MS4Z1@UoNEHT.ac.uk,,,8.0,29.0,,
Curtis,Miller,8074301,CM1Y25@UoNEHT.ac.uk,4,"905 Eric Estate Suite 025
South Anna, VI 54512",,ANIM4404,Theoretical Modelling,JB1Z1@UoNEHT.ac.uk,,,,17.0,12.0,19.0
